dteday,time_period,temp,atemp,hum,windspeed,casual,registered,cnt,season,mnth,weekday,weathersit,yr,holiday,workingday
2011-05-20,1,0.5171428571428571,0.49784285714285714,0.7414285714285714,0.14072857142857143,32.57142857142857,190.14285714285714,222.71428571428572,2,5,5,1,0,0,1
2011-05-20,2,0.604,0.6212,0.548,0.22388,66.0,185.2,251.2,2,5,5,2,0,0,1
2011-05-20,3,0.595,0.58335,0.5925,0.089575,59.75,327.5,387.25,2,5,5,1,0,0,1
2011-05-20,4,0.48250000000000004,0.4715875,0.87125,0.0671875,14.0,55.125,69.125,2,5,5,1,0,0,1
2011-05-21,1,0.5599999999999999,0.5454571428571429,0.6985714285714285,0.1599142857142857,57.285714285714285,109.57142857142857,166.85714285714286,2,5,6,1,0,0,0
2011-05-21,2,0.704,0.64242,0.442,0.10147999999999999,207.2,270.4,477.6,2,5,6,1,0,0,0
2011-05-21,3,0.6799999999999999,0.6325999999999999,0.4875,0.12315000000000001,145.75,213.5,359.25,2,5,6,1,0,0,0
2011-05-21,4,0.5375,0.5208375,0.74875,0.097025,29.75,71.75,101.5,2,5,6,1,0,0,0
2011-05-22,1,0.5885714285714286,0.5649428571428572,0.7757142857142857,0.11941428571428571,58.0,88.42857142857143,146.42857142857142,2,5,0,1,0,0,0
2011-05-22,2,0.6679999999999999,0.63032,0.592,0.18208,126.6,228.6,355.2,2,5,0,2,0,0,0
2011-05-22,3,0.665,0.625,0.6125,0.20895,94.25,204.5,298.75,2,5,0,1,0,0,0
2011-05-22,4,0.5475,0.522725,0.8937499999999999,0.1212625,20.0,63.0,83.0,2,5,0,1,0,0,0
2011-05-23,1,0.5971428571428571,0.5584714285714286,0.8671428571428572,0.17271428571428574,32.142857142857146,142.14285714285714,174.28571428571428,2,5,1,1,0,0,1
2011-05-23,2,0.716,0.67272,0.626,0.41494,56.8,153.2,210.0,2,5,1,2,0,0,1
2011-05-23,3,0.69,0.6477499999999999,0.7525,0.279875,54.75,332.75,387.5,2,5,1,1,0,0,1
2011-05-23,4,0.5800000000000001,0.5379,0.9037499999999999,0.151125,13.5,43.25,56.75,2,5,1,1,0,0,1
2011-05-24,1,0.6428571428571429,0.5974285714285713,0.7628571428571428,0.23027142857142854,21.0,165.42857142857142,186.42857142857142,2,5,2,2,0,0,1
2011-05-24,2,0.744,0.67576,0.522,0.30746,43.4,152.2,195.6,2,5,2,1,0,0,1
2011-05-24,3,0.6799999999999999,0.63635,0.6975,0.145525,53.5,383.25,436.75,2,5,2,1,0,0,1
2011-05-24,4,0.6125,0.5511625,0.88,0.15486250000000001,10.125,47.625,57.75,2,5,2,2,0,0,1
2011-05-25,1,0.6428571428571429,0.6017428571428571,0.7157142857142856,0.11517142857142858,23.428571428571427,190.14285714285714,213.57142857142858,2,5,3,1,0,0,1
2011-05-25,2,0.744,0.6818199999999999,0.536,0.19402,43.2,169.0,212.2,2,5,3,1,0,0,1
2011-05-25,3,0.715,0.6591,0.5775,0.186575,68.0,397.75,465.75,2,5,3,1,0,0,1
2011-05-25,4,0.5975,0.5644125,0.83875,0.147375,11.0,58.875,69.875,2,5,3,1,0,0,1
2011-05-26,1,0.6628571428571428,0.6060857142857142,0.8214285714285714,0.18125714285714287,22.857142857142858,179.85714285714286,202.71428571428572,2,5,4,2,0,0,1
2011-05-26,2,0.808,0.75756,0.516,0.30748000000000003,49.4,153.0,202.4,2,5,4,1,0,0,1
2011-05-26,3,0.775,0.704575,0.49,0.27615,61.25,356.75,418.0,2,5,4,1,0,0,1
2011-05-26,4,0.6525,0.6079749999999999,0.74625,0.110075,13.25,58.5,71.75,2,5,4,1,0,0,1
2011-05-27,1,0.6771428571428572,0.6342142857142857,0.65,0.26015714285714286,24.857142857142858,164.42857142857142,189.28571428571428,2,5,5,1,0,0,1
2011-05-27,2,0.76,0.6969799999999999,0.544,0.28358,63.2,230.0,293.2,2,5,5,1,0,0,1
2011-05-27,3,0.6699999999999999,0.632575,0.6775,0.29105,64.75,263.5,328.25,2,5,5,2,0,0,1
2011-05-27,4,0.6425,0.6041875,0.71375,0.1716375,15.25,56.625,71.875,2,5,5,1,0,0,1
2011-05-28,1,0.6285714285714287,0.5909142857142857,0.7642857142857142,0.23239999999999997,56.142857142857146,83.85714285714286,140.0,2,5,6,1,0,0,0
2011-05-28,2,0.736,0.6818199999999999,0.576,0.24180000000000001,174.6,205.6,380.2,2,5,6,1,0,0,0
2011-05-28,3,0.715,0.66665,0.6175,0.242525,130.0,163.5,293.5,2,5,6,1,0,0,0
2011-05-28,4,0.6,0.5606249999999999,0.85125,0.2145375,26.875,61.0,87.875,2,5,6,1,0,0,0
2011-05-29,1,0.6285714285714287,0.5649571428571428,0.8828571428571428,0.22814285714285715,56.857142857142854,67.28571428571429,124.14285714285714,2,5,0,2,0,0,0
2011-05-29,2,0.728,0.6879,0.708,0.27464,210.2,171.4,381.6,2,5,0,1,0,0,0
2011-05-29,3,0.72,0.689425,0.7424999999999999,0.253725,149.25,155.0,304.25,2,5,0,1,0,0,0
2011-05-29,4,0.6375,0.5776625,0.87,0.143675,38.625,60.625,99.25,2,5,0,1,0,0,0
2011-05-30,1,0.7000000000000001,0.6406999999999999,0.7885714285714285,0.09169999999999999,53.0,70.71428571428571,123.71428571428571,2,5,1,2,0,1,0
2011-05-30,2,0.8720000000000001,0.7969600000000001,0.41200000000000003,0.14628000000000002,137.4,195.2,332.6,2,5,1,1,0,1,0
2011-05-30,3,0.75,0.696975,0.47,0.12315,79.0,174.75,253.75,2,5,1,1,0,1,0
2011-05-30,4,0.6675,0.6060749999999999,0.8724999999999999,0.1604375,21.875,47.375,69.25,2,5,1,1,0,1,0
2011-05-31,1,0.7628571428571428,0.7186285714285715,0.6357142857142858,0.09808571428571429,21.142857142857142,145.42857142857142,166.57142857142858,2,5,2,1,0,0,1
2011-05-31,2,0.892,0.8211999999999999,0.398,0.11939999999999999,40.2,134.4,174.6,2,5,2,1,0,0,1
2011-05-31,3,0.81,0.7726999999999999,0.575,0.156725,49.75,312.25,362.0,2,5,2,1,0,0,1
2011-05-31,4,0.6950000000000001,0.6477499999999999,0.8175,0.095175,15.625,46.25,61.875,2,5,2,1,0,0,1
2011-06-01,1,0.7257142857142858,0.6926428571428571,0.7771428571428572,0.1769857142857143,22.285714285714285,166.42857142857142,188.71428571428572,2,6,3,2,0,0,1
2011-06-01,2,0.884,0.8211999999999999,0.426,0.20894,33.0,144.2,177.2,2,6,3,1,0,0,1
2011-06-01,3,0.79,0.753775,0.6525000000000001,0.276125,30.5,298.25,328.75,2,6,3,2,0,0,1
2011-06-01,4,0.71,0.6667,0.75875,0.1977625,8.75,47.75,56.5,2,6,3,1,0,0,1
2011-06-02,1,0.7000000000000001,0.6363714285714286,0.3228571428571429,0.30702857142857143,22.428571428571427,183.85714285714286,206.28571428571428,2,6,4,1,0,0,1
2011-06-02,2,0.788,0.67576,0.23199999999999998,0.40598,44.8,180.4,225.2,2,6,4,1,0,0,1
2011-06-02,3,0.73,0.64395,0.2225,0.35075,67.75,385.5,453.25,2,6,4,1,0,0,1
2011-06-02,4,0.675,0.630675,0.37625,0.17909999999999998,10.5,62.625,73.125,2,6,4,1,0,0,1
2011-06-03,1,0.5714285714285714,0.5498,0.40714285714285714,0.2835857142857143,30.714285714285715,183.0,213.71428571428572,2,6,5,1,0,0,1
2011-06-03,2,0.692,0.63032,0.27,0.28658,58.8,202.8,261.6,2,6,5,1,0,0,1
2011-06-03,3,0.685,0.6288,0.26,0.257475,64.75,386.75,451.5,2,6,5,1,0,0,1
2011-06-03,4,0.585,0.571975,0.4075,0.203375,16.25,71.5,87.75,2,6,5,1,0,0,1
2011-06-04,1,0.5885714285714286,0.5735857142857144,0.49000000000000005,0.0661,51.42857142857143,114.0,165.42857142857142,2,6,6,1,0,0,0
2011-06-04,2,0.728,0.64848,0.3,0.21492,175.8,258.4,434.2,2,6,6,1,0,0,0
2011-06-04,3,0.715,0.647725,0.3775,0.149275,109.5,192.75,302.25,2,6,6,2,0,0,0
2011-06-04,4,0.5775,0.5530375,0.56375,0.102625,24.0,76.5,100.5,2,6,6,1,0,0,0
2011-06-05,1,0.6142857142857142,0.5952571428571429,0.6971428571428572,0.16204285714285716,42.857142857142854,86.0,128.85714285714286,2,6,0,2,0,0,0
2011-06-05,2,0.6839999999999999,0.6394,0.594,0.09256,147.4,233.0,380.4,2,6,0,1,0,0,0
2011-06-05,3,0.6950000000000001,0.64395,0.6074999999999999,0.115675,110.5,236.75,347.25,2,6,0,1,0,0,0
2011-06-05,4,0.6325000000000001,0.6079625,0.6725,0.15860000000000002,25.75,63.375,89.125,2,6,0,1,0,0,0
2011-06-06,1,0.6514285714285714,0.6082428571428571,0.6828571428571429,0.11515714285714286,22.857142857142858,159.14285714285714,182.0,2,6,1,1,0,0,1
2011-06-06,2,0.776,0.6788,0.32999999999999996,0.12536,34.2,147.8,182.0,2,6,1,1,0,0,1
2011-06-06,3,0.735,0.6628999999999999,0.4475,0.18655,60.5,409.0,469.5,2,6,1,1,0,0,1
2011-06-06,4,0.6125,0.5776625,0.7725,0.0933,12.5,48.25,60.75,2,6,1,1,0,0,1
2011-06-07,1,0.6771428571428572,0.6299,0.6485714285714286,0.18548571428571428,26.0,182.57142857142858,208.57142857142858,2,6,2,2,0,0,1
2011-06-07,2,0.804,0.7272799999999999,0.422,0.27464,48.4,154.8,203.2,2,6,2,2,0,0,1
2011-06-07,3,0.77,0.6969749999999999,0.48250000000000004,0.231325,62.5,402.5,465.0,2,6,2,1,0,0,1
2011-06-07,4,0.6425,0.61365,0.72125,0.1138125,11.125,51.0,62.125,2,6,2,1,0,0,1
2011-06-08,1,0.7285714285714285,0.6688285714285714,0.6442857142857142,0.14072857142857145,24.571428571428573,175.0,199.57142857142858,2,6,3,1,0,0,1
2011-06-08,2,0.908,0.8606200000000002,0.40800000000000003,0.15522,28.2,132.0,160.2,2,6,3,1,0,0,1
2011-06-08,3,0.86,0.8144,0.485,0.17909999999999998,64.25,343.0,407.25,2,6,3,1,0,0,1
2011-06-08,4,0.6925,0.651525,0.805,0.10075,13.25,58.5,71.75,2,6,3,1,0,0,1
2011-06-09,1,0.7857142857142857,0.7511,0.6542857142857142,0.11941428571428572,21.857142857142858,158.71428571428572,180.57142857142858,2,6,4,2,0,0,1
2011-06-09,2,0.9199999999999999,0.8424200000000001,0.352,0.15522,26.2,113.4,139.6,2,6,4,1,0,0,1
2011-06-09,3,0.855,0.772725,0.395,0.264925,50.25,313.5,363.75,2,6,4,1,0,0,1
2011-06-09,4,0.735,0.70265,0.715,0.1156875,9.75,52.5,62.25,2,6,4,2,0,0,1
2011-06-10,1,0.7342857142857142,0.6775,0.6185714285714285,0.07037142857142857,24.285714285714285,165.42857142857142,189.71428571428572,2,6,5,1,0,0,1
2011-06-10,2,0.8400000000000001,0.76668,0.454,0.12835999999999997,43.8,167.8,211.6,2,6,5,1,0,0,1
2011-06-10,3,0.79,0.7499750000000001,0.58,0.186575,68.25,315.75,384.0,2,6,5,1,0,0,1
2011-06-10,4,0.7025,0.6628999999999999,0.7,0.186575,19.125,63.875,83.0,2,6,5,1,0,0,1
2011-06-11,1,0.7257142857142858,0.6731571428571428,0.6185714285714285,0.15562857142857142,46.142857142857146,109.0,155.14285714285714,2,6,6,1,0,0,0
2011-06-11,2,0.808,0.75758,0.508,0.16418,144.2,232.2,376.4,2,6,6,1,0,0,0
2011-06-11,3,0.71,0.662875,0.6475,0.18655,117.5,173.0,290.5,2,6,6,1,0,0,0
2011-06-11,4,0.68,0.6401749999999999,0.78125,0.1324875,26.875,77.625,104.5,2,6,6,1,0,0,0
2011-06-12,1,0.6914285714285714,0.6428571428571429,0.7242857142857143,0.08957142857142857,53.0,91.28571428571429,144.28571428571428,2,6,0,1,0,0,0
2011-06-12,2,0.78,0.7394000000000001,0.606,0.22388,127.6,236.0,363.6,2,6,0,1,0,0,0
2011-06-12,3,0.685,0.643975,0.7849999999999999,0.179125,73.0,161.25,234.25,2,6,0,1,0,0,0
2011-06-12,4,0.6425000000000001,0.5833625,0.83875,0.1828375,20.75,66.125,86.875,2,6,0,1,0,0,0
2011-06-13,1,0.5914285714285715,0.5671142857142857,0.5157142857142857,0.37101428571428574,29.285714285714285,176.28571428571428,205.57142857142858,2,6,1,1,0,0,1
2011-06-13,2,0.692,0.6333599999999999,0.372,0.2806,53.0,173.8,226.8,2,6,1,1,0,0,1
2011-06-13,3,0.675,0.6288,0.3975,0.305975,75.25,410.0,485.25,2,6,1,1,0,0,1
2011-06-13,4,0.6175,0.5984875,0.60125,0.26305,11.5,51.75,63.25,2,6,1,1,0,0,1
2011-06-14,1,0.5857142857142856,0.5671142857142857,0.4942857142857143,0.3049142857142857,23.571428571428573,184.42857142857142,208.0,2,6,2,1,0,0,1
2011-06-14,2,0.648,0.62424,0.43999999999999995,0.22686,39.4,169.6,209.0,2,6,2,1,0,0,1
2011-06-14,3,0.625,0.6212,0.5175000000000001,0.2836,65.25,382.25,447.5,2,6,2,1,0,0,1
2011-06-14,4,0.5825,0.5776625,0.555,0.2574625,13.0,62.0,75.0,2,6,2,1,0,0,1
2011-06-15,1,0.5742857142857142,0.5562857142857143,0.5357142857142857,0.13858571428571428,26.428571428571427,190.14285714285714,216.57142857142858,2,6,3,1,0,0,1
2011-06-15,2,0.74,0.6545599999999999,0.28800000000000003,0.12836,41.2,169.6,210.8,2,6,3,1,0,0,1
2011-06-15,3,0.705,0.64015,0.35250000000000004,0.17165,68.5,429.25,497.75,2,6,3,1,0,0,1
2011-06-15,4,0.5625,0.5473375,0.59,0.216425,13.0,64.375,77.375,2,6,3,1,0,0,1
2011-06-16,1,0.6142857142857142,0.5909285714285714,0.6728571428571428,0.2004142857142857,19.285714285714285,158.57142857142858,177.85714285714286,2,6,4,2,0,0,1
2011-06-16,2,0.704,0.6545599999999999,0.584,0.29253999999999997,37.0,155.6,192.6,2,6,4,2,0,0,1
2011-06-16,3,0.63,0.579575,0.8175,0.2351,37.75,243.5,281.25,2,6,4,1,0,0,1
2011-06-16,4,0.5925,0.5700875,0.7025,0.1436625,9.25,45.0,54.25,2,6,4,1,0,0,1
2011-06-17,1,0.6257142857142857,0.5865857142857143,0.7785714285714285,0.09167142857142856,25.285714285714285,173.14285714285714,198.42857142857142,2,6,5,1,0,0,1
2011-06-17,2,0.748,0.6818199999999999,0.534,0.22388,60.2,191.8,252.0,2,6,5,1,0,0,1
2011-06-17,3,0.7,0.632575,0.6025,0.18655,60.0,330.5,390.5,2,6,5,3,0,0,1
2011-06-17,4,0.5825,0.5454625,0.89125,0.115675,18.125,61.0,79.125,2,6,5,1,0,0,1
2011-06-18,1,0.6685714285714285,0.6233857142857142,0.7242857142857143,0.1258,44.857142857142854,110.57142857142857,155.42857142857142,2,6,6,1,0,0,0
2011-06-18,2,0.776,0.7151799999999999,0.53,0.14628000000000002,156.2,227.0,383.2,2,6,6,2,0,0,0
2011-06-18,3,0.74,0.67425,0.53,0.14925,122.0,214.0,336.0,2,6,6,2,0,0,0
2011-06-18,4,0.65,0.6022875,0.78125,0.0821,28.0,68.375,96.375,2,6,6,1,0,0,0
2011-06-19,1,0.6799999999999999,0.6299,0.7157142857142856,0.10450000000000001,51.857142857142854,90.57142857142857,142.42857142857142,2,6,0,2,0,0,0
2011-06-19,2,0.744,0.6787799999999999,0.534,0.059719999999999995,136.2,227.0,363.2,2,6,0,2,0,0,0
2011-06-19,3,0.725,0.67045,0.6025,0.10447500000000001,104.25,204.75,309.0,2,6,0,1,0,0,0
2011-06-19,4,0.675,0.6269125,0.73875,0.125,22.25,64.625,86.875,2,6,0,1,0,0,0
2011-06-20,1,0.5914285714285714,0.5628,0.8085714285714286,0.18121428571428572,13.142857142857142,86.85714285714286,100.0,2,6,1,3,0,0,1
2011-06-20,2,0.656,0.6212199999999999,0.6279999999999999,0.1224,51.0,153.0,204.0,2,6,1,1,0,0,1
2011-06-20,3,0.6799999999999999,0.63635,0.6225,0.175375,64.75,397.75,462.5,2,6,1,1,0,0,1
2011-06-20,4,0.6375,0.58715,0.8275,0.143675,11.625,43.375,55.0,2,6,1,1,0,0,1
2011-06-21,1,0.62,0.5584714285714286,0.8742857142857143,0.1407142857142857,27.142857142857142,181.0,208.14285714285714,3,6,2,2,0,0,1
2011-06-21,2,0.756,0.71818,0.64,0.20598,47.4,163.2,210.6,3,6,2,1,0,0,1
2011-06-21,3,0.755,0.7235,0.7,0.23135,67.75,397.0,464.75,3,6,2,2,0,0,1
2011-06-21,4,0.65,0.6136625,0.79625,0.14553750000000001,9.5,48.75,58.25,3,6,2,1,0,0,1
2011-06-22,1,0.7028571428571428,0.6623714285714285,0.777142857142857,0.09808571428571429,20.857142857142858,176.0,196.85714285714286,3,6,3,1,0,0,1
2011-06-22,2,0.8160000000000001,0.7848400000000001,0.5640000000000001,0.27464,35.2,141.6,176.8,3,6,3,2,0,0,1
2011-06-22,3,0.785,0.7462,0.6,0.25745,61.75,354.75,416.5,3,6,3,2,0,0,1
2011-06-22,4,0.6825,0.6382875,0.79,0.1305875,11.5,60.875,72.375,3,6,3,1,0,0,1
2011-06-23,1,0.7371428571428572,0.7056571428571428,0.7057142857142856,0.16842857142857143,22.285714285714285,173.85714285714286,196.14285714285714,3,6,4,2,0,0,1
2011-06-23,2,0.756,0.7091,0.616,0.30448,46.6,145.2,191.8,3,6,4,2,0,0,1
2011-06-23,3,0.715,0.678025,0.71,0.33955,65.5,399.75,465.25,3,6,4,1,0,0,1
2011-06-23,4,0.71,0.68185,0.7525,0.2089625,11.875,62.75,74.625,3,6,4,1,0,0,1
2011-06-24,1,0.7142857142857143,0.6537,0.6742857142857143,0.2025714285714286,25.857142857142858,177.57142857142858,203.42857142857142,3,6,5,1,0,0,1
2011-06-24,2,0.8,0.7091,0.374,0.31942,62.0,176.8,238.8,3,6,5,1,0,0,1
2011-06-24,3,0.745,0.6591,0.3975,0.23507499999999998,82.5,338.0,420.5,3,6,5,1,0,0,1
2011-06-24,4,0.675,0.6250249999999999,0.6975,0.17165,18.5,67.875,86.375,3,6,5,1,0,0,1
2011-06-25,1,0.6828571428571429,0.6385285714285713,0.5071428571428571,0.19188571428571427,45.714285714285715,99.42857142857143,145.14285714285714,3,6,6,1,0,0,0
2011-06-25,2,0.744,0.66364,0.426,0.23284000000000002,152.6,237.0,389.6,3,6,6,1,0,0,0
2011-06-25,3,0.72,0.6591,0.4575,0.2388,113.75,223.75,337.5,3,6,6,1,0,0,0
2011-06-25,4,0.6625000000000001,0.6269,0.51125,0.1958875,30.5,80.5,111.0,3,6,6,1,0,0,0
2011-06-26,1,0.6514285714285714,0.6255571428571428,0.5671428571428572,0.07462857142857142,57.285714285714285,96.14285714285714,153.42857142857142,3,6,0,1,0,0,0
2011-06-26,2,0.74,0.65454,0.404,0.0985,184.0,253.2,437.2,3,6,0,1,0,0,0
2011-06-26,3,0.715,0.6553,0.4575,0.164175,109.75,223.5,333.25,3,6,0,2,0,0,0
2011-06-26,4,0.65,0.6287874999999999,0.5625,0.07465,20.0,69.0,89.0,3,6,0,1,0,0,0
2011-06-27,1,0.6685714285714285,0.6255571428571428,0.6771428571428572,0.1258,27.857142857142858,159.42857142857142,187.28571428571428,3,6,1,2,0,0,1
2011-06-27,2,0.728,0.6727399999999999,0.5599999999999999,0.0836,52.8,141.0,193.8,3,6,1,2,0,0,1
2011-06-27,3,0.725,0.67045,0.5825,0.1082,69.75,404.25,474.0,3,6,1,1,0,0,1
2011-06-27,4,0.645,0.6079625,0.74125,0.1063375,14.5,52.0,66.5,3,6,1,1,0,0,1
2011-06-28,1,0.722857142857143,0.6731857142857143,0.6971428571428572,0.0980857142857143,29.428571428571427,187.42857142857142,216.85714285714286,3,6,2,1,0,0,1
2011-06-28,2,0.852,0.7818200000000001,0.446,0.14628000000000002,39.4,156.2,195.6,3,6,2,1,0,0,1
2011-06-28,3,0.775,0.727275,0.5775,0.2612,58.0,361.5,419.5,3,6,2,3,0,0,1
2011-06-28,4,0.68,0.6363624999999999,0.725,0.125,12.125,47.125,59.25,3,6,2,1,0,0,1
2011-06-29,1,0.7028571428571428,0.6406999999999999,0.5371428571428571,0.2708,27.142857142857142,191.57142857142858,218.71428571428572,3,6,3,1,0,0,1
2011-06-29,2,0.8,0.6969799999999999,0.31399999999999995,0.27164,50.6,185.2,235.8,3,6,3,1,0,0,1
2011-06-29,3,0.78,0.6818249999999999,0.3175,0.35075,71.25,401.75,473.0,3,6,3,1,0,0,1
2011-06-29,4,0.68,0.626925,0.66875,0.2033625,15.0,62.875,77.875,3,6,3,1,0,0,1
2011-06-30,1,0.6628571428571428,0.6190714285714286,0.51,0.2153428571428571,27.571428571428573,198.71428571428572,226.28571428571428,3,6,4,1,0,0,1
2011-06-30,2,0.776,0.6757799999999999,0.3,0.18804,58.6,179.6,238.2,3,6,4,1,0,0,1
2011-06-30,3,0.755,0.662875,0.305,0.249975,89.0,404.75,493.75,3,6,4,1,0,0,1
2011-06-30,4,0.6475,0.6155375,0.51625,0.125,23.125,72.5,95.625,3,6,4,1,0,0,1
2011-07-01,1,0.6971428571428572,0.6407142857142857,0.45,0.12367142857142857,37.857142857142854,178.85714285714286,216.71428571428572,3,7,5,1,0,0,1
2011-07-01,2,0.8119999999999999,0.6939599999999999,0.22200000000000003,0.08954,82.2,251.0,333.2,3,7,5,1,0,0,1
2011-07-01,3,0.78,0.67425,0.27999999999999997,0.21639999999999998,90.25,277.25,367.5,3,7,5,1,0,0,1
2011-07-01,4,0.66,0.6250125,0.51625,0.03545,26.125,62.5,88.625,3,7,5,1,0,0,1
2011-07-02,1,0.6942857142857143,0.6407142857142857,0.5528571428571428,0.05545714285714286,51.714285714285715,95.42857142857143,147.14285714285714,3,7,6,1,0,0,0
2011-07-02,2,0.844,0.7212,0.242,0.12538,174.2,205.6,379.8,3,7,6,1,0,0,0
2011-07-02,3,0.8049999999999999,0.70455,0.345,0.25375000000000003,166.0,164.25,330.25,3,7,6,1,0,0,0
2011-07-02,4,0.6775,0.6382749999999999,0.52625,0.091425,38.375,70.25,108.625,3,7,6,1,0,0,0
2011-07-03,1,0.6799999999999999,0.6299,0.7814285714285714,0.17484285714285713,67.14285714285714,69.42857142857143,136.57142857142858,3,7,0,1,0,0,0
2011-07-03,2,0.82,0.7848400000000001,0.552,0.23582,212.0,186.0,398.0,3,7,0,1,0,0,0
2011-07-03,3,0.73,0.67425,0.6599999999999999,0.47385,109.5,115.0,224.5,3,7,0,3,0,0,0
2011-07-03,4,0.6775,0.6269125,0.68875,0.149275,39.25,61.375,100.625,3,7,0,1,0,0,0
2011-07-04,1,0.6971428571428572,0.6428857142857142,0.7214285714285714,0.11515714285714286,78.57142857142857,65.57142857142857,144.14285714285714,3,7,1,2,0,1,0
2011-07-04,2,0.8,0.72726,0.462,0.01792,234.8,192.8,427.6,3,7,1,1,0,1,0
2011-07-04,3,0.785,0.7159249999999999,0.49,0.10075,206.75,197.0,403.75,3,7,1,1,0,1,0
2011-07-04,4,0.6775,0.6212249999999999,0.74875,0.0821,64.25,95.875,160.125,3,7,1,1,0,1,0
2011-07-05,1,0.7171428571428571,0.6645,0.6085714285714285,0.09382857142857144,35.285714285714285,158.14285714285714,193.42857142857142,3,7,2,1,0,0,1
2011-07-05,2,0.8119999999999999,0.74242,0.44800000000000006,0.09554,66.8,138.2,205.0,3,7,2,1,0,0,1
2011-07-05,3,0.795,0.7538,0.565,0.126875,69.75,353.5,423.25,3,7,2,1,0,0,1
2011-07-05,4,0.7075,0.6666624999999999,0.67625,0.17352499999999998,21.375,52.75,74.125,3,7,2,1,0,0,1
2011-07-06,1,0.7057142857142856,0.6753571428571429,0.7814285714285714,0.08104285714285715,19.571428571428573,159.71428571428572,179.28571428571428,3,7,3,2,0,0,1
2011-07-06,2,0.752,0.7151799999999999,0.6839999999999999,0.203,46.6,136.4,183.0,3,7,3,1,0,0,1
2011-07-06,3,0.75,0.7121249999999999,0.6625,0.223875,70.5,395.75,466.25,3,7,3,1,0,0,1
2011-07-06,4,0.6975,0.6629125,0.7875,0.139925,16.5,57.75,74.25,3,7,3,1,0,0,1
2011-07-07,1,0.7114285714285715,0.6601857142857143,0.7571428571428571,0.11939999999999999,19.714285714285715,167.0,186.71428571428572,3,7,4,1,0,0,1
2011-07-07,2,0.8560000000000001,0.7818200000000001,0.40599999999999997,0.14626,42.6,140.8,183.4,3,7,4,1,0,0,1
2011-07-07,3,0.82,0.75,0.475,0.2985,72.5,372.75,445.25,3,7,4,1,0,0,1
2011-07-07,4,0.6825,0.6193124999999999,0.8,0.1324625,14.125,59.25,73.375,3,7,4,1,0,0,1
2011-07-08,1,0.72,0.6861714285714285,0.7428571428571429,0.24518571428571428,28.714285714285715,180.14285714285714,208.85714285714286,3,7,5,2,0,0,1
2011-07-08,2,0.764,0.73942,0.6900000000000001,0.34628000000000003,44.4,141.8,186.2,3,7,5,2,0,0,1
2011-07-08,3,0.66,0.6023,0.845,0.1978,29.0,221.75,250.75,3,7,5,1,0,0,1
2011-07-08,4,0.69,0.6477625,0.77,0.145525,19.125,61.375,80.5,3,7,5,1,0,0,1
2011-07-09,1,0.7000000000000001,0.6385428571428571,0.6785714285714286,0.22174285714285716,52.714285714285715,105.42857142857143,158.14285714285714,3,7,6,1,0,0,0
2011-07-09,2,0.8240000000000001,0.7333399999999999,0.39,0.1403,164.6,230.0,394.6,3,7,6,1,0,0,0
2011-07-09,3,0.7949999999999999,0.7159249999999999,0.4525,0.12315,137.25,212.5,349.75,3,7,6,1,0,0,0
2011-07-09,4,0.675,0.6174499999999999,0.7637499999999999,0.16045,30.875,76.25,107.125,3,7,6,1,0,0,0
2011-07-10,1,0.7142857142857143,0.6666714285714285,0.6628571428571429,0.0853,48.0,83.85714285714286,131.85714285714286,3,7,0,1,0,0,0
2011-07-10,2,0.8240000000000001,0.74546,0.426,0.29554,132.8,232.4,365.2,3,7,0,1,0,0,0
2011-07-10,3,0.8049999999999999,0.73105,0.4575,0.257475,127.0,197.25,324.25,3,7,0,1,0,0,0
2011-07-10,4,0.7,0.6553,0.66,0.162325,29.375,75.0,104.375,3,7,0,1,0,0,0
2011-07-11,1,0.74,0.7013142857142858,0.6542857142857142,0.2601142857142857,30.142857142857142,160.85714285714286,191.0,3,7,1,1,0,0,1
2011-07-11,2,0.8560000000000001,0.8303,0.536,0.32538,39.4,122.2,161.6,3,7,1,1,0,0,1
2011-07-11,3,0.82,0.803025,0.605,0.388075,59.5,339.25,398.75,3,7,1,1,0,0,1
2011-07-11,4,0.695,0.6553125,0.6975,0.2220125,9.625,33.625,43.25,3,7,1,1,0,0,1
2011-07-12,1,0.7685714285714286,0.7186142857142856,0.5842857142857143,0.22175714285714285,26.428571428571427,160.85714285714286,187.28571428571428,3,7,2,1,0,0,1
2011-07-12,2,0.876,0.81516,0.438,0.29253999999999997,33.0,121.6,154.6,3,7,2,1,0,0,1
2011-07-12,3,0.85,0.7803,0.445,0.264925,46.5,349.5,396.0,3,7,2,1,0,0,1
2011-07-12,4,0.7374999999999999,0.6894125,0.67,0.091425,15.75,58.0,73.75,3,7,2,1,0,0,1
2011-07-13,1,0.7885714285714285,0.7207714285714285,0.4942857142857143,0.20254285714285714,28.0,168.14285714285714,196.14285714285714,3,7,3,1,0,0,1
2011-07-13,2,0.756,0.68486,0.632,0.1373,28.4,98.6,127.0,3,7,3,3,0,0,1
2011-07-13,3,0.705,0.674275,0.8025,0.10075,65.25,362.75,428.0,3,7,3,1,0,0,1
2011-07-13,4,0.725,0.6723625,0.66625,0.1249875,18.625,59.125,77.75,3,7,3,1,0,0,1
2011-07-14,1,0.6514285714285714,0.6277142857142858,0.4928571428571429,0.26012857142857143,27.857142857142858,183.14285714285714,211.0,3,7,4,1,0,0,1
